Agents,Rounds,Rating,Kpr,Deaths,Dpr,HsPerc,Tier
neon,20,1.09,0.85,17,0.85,52.19,C
skye,21,1.11,0.81,17,0.81,32.88,C
chamber,104,0.92,0.63,69,0.66,38.99,C
neon,71,1.07,0.76,54,0.76,38.76,C
neon,64,1.03,0.89,49,0.77,46.65,C
skye,14,0.65,0.21,8,0.57,43.03,C
chamber,19,1.0,0.68,12,0.63,35.05,C
neon,20,1.09,0.85,17,0.85,42.24,C
skye,14,0.45,0.36,13,0.93,20.0,C
skye,71,1.17,0.79,45,0.63,54.4,C
deadlock,15,1.16,0.53,5,0.33,38.56,C
harbor,42,0.93,0.64,27,0.64,41.73,C
chamber,18,1.7,1.39,12,0.67,46.06,C
neon,26,1.07,0.88,22,0.85,51.17,C
skye,23,0.98,0.61,14,0.61,18.52,C
skye,16,1.42,0.88,7,0.44,45.15,C
chamber,21,0.87,0.71,15,0.71,40.57,C
deadlock,22,1.23,0.82,13,0.59,39.85,C
harbor,50,0.72,0.48,38,0.76,52.53,C
skye,22,0.88,0.59,16,0.73,32.96,C
chamber,24,0.66,0.54,19,0.79,45.25,C
skye,20,1.42,1.0,14,0.7,47.25,C
chamber,14,0.78,0.64,13,0.93,49.05,C
skye,20,0.8,0.45,14,0.7,33.56,C
skye,20,0.77,0.6,14,0.7,34.54,C
neon,16,1.41,1.06,9,0.56,54.89,C
deadlock,26,1.15,0.69,16,0.62,45.34,C
harbor,21,1.02,0.76,16,0.76,29.16,C
chamber,21,0.96,0.67,16,0.76,36.31,C
chamber,19,1.03,0.79,12,0.63,45.95,C
skye,19,0.76,0.58,16,0.84,45.78,C
skye,24,1.05,0.67,14,0.58,36.63,C
neon,19,0.99,0.79,14,0.74,18.67,C
chamber,22,1.1,0.91,16,0.73,47.45,C
chamber,19,1.07,0.84,14,0.74,32.72,C
skye,24,0.83,0.58,18,0.75,23.66,C
chamber,17,1.01,0.76,15,0.88,17.9,C
skye,20,0.76,0.7,17,0.85,46.71,C
skye,91,0.92,0.58,60,0.66,41.55,C
chamber,31,0.91,0.71,28,0.9,38.09,C
skye,36,1.05,0.78,24,0.67,53.55,C
skye,62,1.02,0.73,44,0.71,46.72,C
deadlock,63,1.18,0.7,34,0.54,55.61,C
harbor,113,0.86,0.59,81,0.72,29.0,C
chamber,80,0.98,0.75,57,0.71,41.54,C
chamber,64,1.1,0.91,47,0.73,30.33,C
neon,42,1.2,0.95,31,0.74,41.74,C
neon,19,0.99,0.79,14,0.74,39.99,C
skye,19,0.76,0.58,16,0.84,44.09,C
neon,44,0.83,0.66,35,0.8,40.56,C
deadlock,20,0.73,0.6,17,0.85,44.19,C
neon,44,1.04,0.8,33,0.75,47.63,C
neon,16,0.6,0.44,13,0.81,55.16,C
neon,44,0.93,0.66,29,0.66,38.8,C
skye,20,0.97,0.85,15,0.75,34.97,C
deadlock,20,0.61,0.55,15,0.75,41.47,C
neon,22,1.03,0.68,15,0.68,34.94,C
deadlock,22,1.01,0.73,13,0.59,54.44,C
deadlock,21,0.83,0.57,13,0.62,38.47,C
neon,22,0.85,0.68,15,0.68,36.84,C
skye,19,1.23,0.74,12,0.63,38.59,C
neon,65,0.74,0.68,58,0.89,45.43,C
deadlock,19,0.74,0.47,14,0.74,37.52,C
chamber,43,0.84,0.6,30,0.7,35.27,C
deadlock,21,0.72,0.52,17,0.81,52.04,C
neon,19,1.18,0.89,12,0.63,37.01,C
skye,24,1.64,1.0,13,0.54,45.96,C
chamber,24,0.83,0.75,17,0.71,47.04,C
neon,21,0.95,0.67,14,0.67,28.29,C
deadlock,19,0.84,0.47,14,0.74,42.62,C
skye,24,0.56,0.5,23,0.96,28.88,C
neon,26,1.1,0.85,18,0.69,49.56,C
deadlock,18,0.65,0.56,15,0.83,31.26,C
deadlock,17,1.21,0.82,10,0.59,49.02,C
skye,24,1.12,0.75,17,0.71,50.67,C
chamber,24,0.69,0.54,18,0.75,46.29,C
deadlock,20,0.69,0.55,15,0.75,41.51,C
neon,38,1.2,0.89,26,0.68,41.61,C
skye,26,0.78,0.58,18,0.69,35.67,C
deadlock,26,1.19,0.92,19,0.73,55.13,C
chamber,21,0.85,0.62,16,0.76,34.52,C
neon,16,0.55,0.5,14,0.88,29.66,C
skye,18,1.23,0.78,9,0.5,49.12,C
skye,21,1.7,1.1,13,0.62,39.67,C
chamber,21,0.53,0.52,19,0.9,30.4,C
neon,39,1.06,0.79,31,0.79,30.03,C
neon,63,0.84,0.68,51,0.81,36.46,C
neon,26,0.86,0.54,15,0.58,40.1,C
deadlock,41,1.47,1.0,21,0.51,47.86,C
deadlock,22,0.76,0.64,17,0.77,47.85,C
skye,18,0.72,0.44,12,0.67,43.26,C
neon,63,0.89,0.68,51,0.81,38.79,C
deadlock,35,1.04,0.86,30,0.86,40.13,C
neon,21,0.52,0.38,18,0.86,41.0,C
neon,18,1.11,0.83,12,0.67,53.12,C
neon,44,1.1,0.84,30,0.68,43.97,C
neon,45,1.0,0.69,27,0.6,38.35,C
deadlock,20,0.69,0.55,15,0.75,31.56,C
skye,19,1.23,0.74,12,0.63,30.8,C
neon,273,0.88,0.71,221,0.81,45.95,C
skye,48,1.38,0.88,30,0.62,48.46,C
chamber,48,0.76,0.65,35,0.73,45.28,C
neon,86,0.83,0.59,61,0.71,39.19,C
skye,18,0.72,0.44,12,0.67,50.3,C
deadlock,115,1.21,0.88,74,0.64,39.81,C
deadlock,61,0.75,0.59,45,0.74,47.62,C
neon,22,0.85,0.68,15,0.68,41.05,C
chamber,64,0.84,0.61,46,0.72,35.47,C
deadlock,65,0.92,0.69,50,0.77,45.48,C
deadlock,21,0.72,0.52,17,0.81,42.0,C
neon,60,0.91,0.72,47,0.78,43.82,C
neon,16,0.6,0.44,13,0.81,38.57,C
skye,26,0.78,0.58,18,0.69,39.98,C
deadlock,20,0.61,0.55,15,0.75,58.61,C
skye,20,0.97,0.85,15,0.75,51.97,C
skye,18,1.23,0.78,9,0.5,49.58,C
deadlock,19,0.84,0.47,14,0.74,39.67,C
skye,45,1.09,0.78,36,0.8,49.46,C
chamber,21,0.53,0.52,19,0.9,42.14,C
neon,61,1.05,0.75,46,0.75,41.71,C
chamber,26,1.06,0.69,15,0.58,39.83,C
skye,26,0.63,0.46,19,0.73,38.11,C
deadlock,23,1.01,0.78,17,0.74,16.52,C
neon,17,1.7,1.35,10,0.59,50.46,C
skye,22,0.62,0.36,15,0.68,34.25,C
deadlock,22,0.75,0.59,18,0.82,52.08,C
chamber,21,1.49,1.05,12,0.57,46.09,C
deadlock,19,0.74,0.63,16,0.84,30.07,C
skye,19,1.45,0.74,8,0.42,43.64,C
skye,19,0.77,0.47,13,0.68,30.89,C
skye,23,0.88,0.78,17,0.74,45.67,C
chamber,18,1.44,1.11,9,0.5,49.43,C
skye,22,0.59,0.59,19,0.86,46.68,C
chamber,40,1.04,0.75,28,0.7,35.57,C
chamber,43,1.11,0.72,29,0.67,42.11,C
skye,15,1.22,0.8,10,0.67,31.72,C
deadlock,20,0.94,0.55,12,0.6,46.31,C
neon,26,1.03,0.77,18,0.69,46.33,C
skye,20,0.35,0.35,16,0.8,41.07,C
skye,16,1.76,0.94,7,0.44,45.89,C
chamber,16,0.71,0.63,15,0.94,42.1,C
skye,16,0.41,0.44,15,0.94,49.71,C
harbor,21,1.02,0.86,17,0.81,39.84,C
neon,23,1.64,1.3,14,0.61,49.23,C
skye,26,0.71,0.35,19,0.73,28.97,C
skye,26,1.02,0.77,19,0.73,34.91,C
skye,18,0.84,0.61,13,0.72,41.12,C
deadlock,18,1.16,0.72,14,0.78,49.79,C
skye,18,0.52,0.5,16,0.89,35.83,C
skye,45,0.86,0.49,30,0.67,37.65,C
skye,45,0.7,0.49,33,0.73,35.8,C
skye,20,1.19,0.95,16,0.8,38.82,C
harbor,21,1.02,0.86,17,0.81,44.48,C
neon,23,1.64,1.3,14,0.61,36.14,C
deadlock,62,0.91,0.66,45,0.73,51.01,C
skye,121,0.76,0.58,89,0.74,34.56,C
skye,129,0.95,0.57,87,0.67,46.12,C
deadlock,22,0.75,0.59,18,0.82,29.18,C
chamber,122,1.2,0.84,78,0.64,48.63,C
chamber,42,0.93,0.67,30,0.71,46.4,C
skye,42,0.55,0.45,34,0.81,41.09,C
deadlock,18,1.16,0.72,14,0.78,33.0,C
skye,40,0.56,0.55,35,0.88,40.46,C
skye,45,1.2,0.76,27,0.6,33.34,C
neon,43,1.29,1.0,28,0.65,42.78,C
skye,19,0.77,0.47,13,0.68,47.5,C
